iter	RMSE
576	0.411154327
577	0.4107717135
578	0.4107317632
579	0.4104437704
580	0.4101901215
581	0.4098080903
582	0.4093814006
583	0.4091869384
584	0.4088003956
585	0.4085655357
586	0.4083021779
587	0.4080220443
588	0.4077468314
589	0.4074894078
590	0.4068754212
591	0.4066753251
592	0.406382752
593	0.4061322634
594	0.4059715834
595	0.4054950604
596	0.405142541
597	0.4051183959
598	0.4047718983
599	0.4044743059
600	0.4041530456
601	0.4038090888
602	0.403477282
603	0.4030980693
604	0.4027437484
605	0.402692364
606	0.4024577871
607	0.401968546
608	0.4018663728
609	0.4018239442
610	0.4015811831
611	0.4012024501
612	0.4008525446
613	0.4008294486
614	0.4006581223
615	0.4004995508
616	0.4002206987
617	0.4000380819
618	0.3999351882
619	0.3995498984
620	0.3991109534
621	0.3988704873
622	0.398532367
623	0.398305829
624	0.3979222307
625	0.3976357037
626	0.397149728
627	0.3970840477
628	0.3967861339
629	0.3967623453
630	0.3965310404
631	0.3962719361
632	0.396247153
633	0.3958871154
634	0.3958621102
635	0.3956049517
636	0.3953993849
637	0.3953762944
638	0.3949868978
639	0.3943818145
640	0.3940955509
641	0.3940446004
642	0.3938986763
643	0.3937131697
644	0.393696962
645	0.3933853894
646	0.3930631073
647	0.3930415992
648	0.392711315
649	0.3922872882
650	0.3921286679
651	0.3918347595
652	0.3914241003
653	0.3914009875
654	0.3910900005
655	0.3907996311
656	0.3903854241
657	0.3902283821
658	0.389923087
659	0.389718916
660	0.3892783046
661	0.3890663038
662	0.3886927631
663	0.3885197589
664	0.3882776138
665	0.3879675734
666	0.387695306
667	0.3874126909
668	0.3873089734
669	0.3867316529
670	0.3865168245
671	0.3863802873
672	0.3859834346
673	0.3858112095
674	0.385352354
675	0.3850038972
676	0.3846826404
677	0.3845052046
678	0.3843421094
679	0.3841939358
680	0.3837817406
681	0.3834917141
682	0.3832773426
683	0.3830264435
684	0.3828154709
685	0.3824591232
686	0.382440199
687	0.382372484
688	0.3820992858
689	0.3820853891
690	0.3816180811
691	0.381414987
692	0.3813871423
693	0.3811875044
694	0.3808310945
695	0.3804903418
696	0.3801987768
697	0.3798158051
698	0.3796973213
699	0.3792382461
700	0.3790886072
701	0.3787338959
702	0.3784519113
703	0.3781640228
704	0.3779444501
705	0.3777803859
706	0.377515909
707	0.377331247
708	0.3771503022
709	0.3767604932
710	0.3766181572
711	0.3764842006
712	0.3763408417
713	0.3760044381
714	0.3757722353
715	0.375530021
716	0.3754363334
717	0.3751670908
718	0.3750533795
719	0.3749563051
720	0.3749428264
721	0.3746307809
722	0.3746003188
723	0.3743420973
724	0.3740961684
725	0.3736591094
726	0.3736403501
727	0.3732778392
728	0.3730650344
729	0.372968451
730	0.3727596654
731	0.372567864
732	0.3722567974
733	0.3719032693
734	0.3715848559
735	0.3713346436
736	0.3709430681
737	0.3709256012
738	0.3708344871
739	0.3705480625
740	0.3703375619
741	0.370200601
742	0.3701703879
743	0.3698225779
744	0.3694576765
745	0.3691311838
746	0.369110939
747	0.3687654186
748	0.3685884677
749	0.3682185389
750	0.3679926999
751	0.3676908837
752	0.3675196532
753	0.3674709345
754	0.3673194499
755	0.3671540357
756	0.3668902687
757	0.3666936293
758	0.366616691
759	0.3664600308
760	0.3661405572
761	0.3660887677
762	0.3658847396
763	0.3656711973
764	0.3656586037
765	0.3652539697
766	0.3650955752
767	0.3650252603
768	0.364754759
769	0.3647391351
770	0.3647228717
771	0.3645387996
772	0.3643714611
773	0.3639753122
774	0.3638824603
775	0.363706106
776	0.3635414506
777	0.3633505116
778	0.3632981509
779	0.3631112866
780	0.3630995937
781	0.3630870904
782	0.3625531053
783	0.362477509
784	0.3623359341
785	0.3620833284
786	0.3616533077
787	0.3610897837
788	0.3606605982
789	0.3603807645
790	0.3603676395
791	0.3602047442
792	0.3598713474
793	0.3597352231
794	0.3596175067
795	0.3596037575
796	0.3595909839
797	0.3592334885
798	0.3591681042
799	0.3588610199
800	0.3587016779
801	0.3584637487
802	0.3584319991
803	0.3581863196
804	0.3579735118
805	0.3579636929
806	0.3576933896
807	0.3575664609
808	0.3572130144
809	0.3569055537
810	0.3564806352
811	0.3562394961
812	0.3561725052
813	0.3557252832
814	0.3556758168
815	0.3554852573
816	0.3554698474
817	0.3552307644
818	0.3550504626
819	0.3546875269
820	0.354454033
821	0.3544439089
822	0.3543171501
823	0.3541709285
824	0.3539245178
825	0.3537984113
826	0.3536254573
827	0.3533014239
828	0.3531486359
829	0.3529193003
830	0.3529060247
831	0.3526999346
832	0.3523836784
833	0.352222177
834	0.3520738946
835	0.3517846707
836	0.3516099297
837	0.3513416502
838	0.351328772
839	0.3511718773
840	0.3510059831
841	0.3507483641
842	0.3503961063
843	0.3502520825
844	0.3500306536
845	0.3500168751
846	0.3498754103
847	0.3497258346
848	0.3496601475
849	0.3493128255
850	0.3490014024
851	0.3487165681
852	0.3484130216
853	0.3482944922
854	0.3480685437
855	0.3479043271
856	0.3477582572
857	0.3476374215
858	0.3473765919
859	0.3470429638
860	0.3467690044
861	0.3465656168
862	0.3464756149
863	0.3461723698
864	0.3460564078
865	0.3458811252
866	0.3455068584
867	0.3454821613
868	0.3451515498
869	0.344782793
870	0.3446609693
871	0.3446458496
872	0.3442767832
873	0.3440062822
874	0.3439295876
875	0.3436297731
876	0.3435887432
877	0.3433285636
878	0.3432641959
879	0.3429294418
880	0.3426783639
881	0.3424586112
882	0.3422238989
883	0.3421267889
884	0.3419158337
885	0.3419066361
886	0.3418245248
887	0.3413669252
888	0.341206205
889	0.3409678284
890	0.3408117974
891	0.340644689
892	0.3404050442
893	0.3402307302
894	0.3402199378
895	0.3401823087
896	0.3399468601
897	0.3397439267
898	0.3396168126
899	0.3396062285
900	0.3394785203
901	0.3394626742
902	0.3392369364
903	0.3389610447
904	0.3387988264
905	0.3386630878
906	0.3383580911
907	0.3381603746
908	0.3381236506
909	0.3381013086
910	0.3379475934
911	0.3376254648
912	0.3374642469
913	0.3372616074
914	0.3368754682
915	0.3367766645
916	0.3367567646
917	0.3367394614
918	0.3366298155
919	0.3363104375
920	0.3359774914
921	0.3359656842
922	0.3358616761
923	0.3355474716
924	0.3353310533
925	0.3351118249
926	0.3349735507
927	0.3346790071
928	0.3345614184
929	0.3344015158
930	0.3340720193
931	0.3339672976
932	0.3337222798
933	0.3336104818
934	0.3333199494
935	0.3330440962
936	0.3329867777
937	0.3328754628
938	0.3326476219
939	0.3322972039
940	0.331956558
941	0.3316183182
942	0.3314091988
943	0.3313859876
944	0.3313404533
945	0.3311069822
946	0.3308300699
947	0.330579867
948	0.3304736612
949	0.33033394
950	0.330131323
951	0.3299625254
952	0.3299507644
953	0.3298321867
954	0.3298205161
955	0.3295342008
956	0.3294933652
957	0.3293226246
958	0.3291840294
959	0.3290265979
960	0.3289324468
961	0.3285826697
962	0.3283168879
963	0.3281044353
964	0.3279218175
965	0.3277959916
966	0.3274916606
967	0.327312992
968	0.3270792683
969	0.3268120872
970	0.3266701735
971	0.3266613331
972	0.3266420364
973	0.3263878038
974	0.3262072112
975	0.3260324481
976	0.3257777097
977	0.3255789744
978	0.3251751116
979	0.3249336242
980	0.3247421935
981	0.3245489841
982	0.3244649624
983	0.3242491766
984	0.324156558
985	0.3239385208
986	0.3237514258
987	0.3236143501
988	0.3232221788
989	0.3230965769
990	0.3229851385
991	0.3228390583
992	0.3227292961
993	0.322646776
994	0.3223587776
995	0.3221099516
996	0.3220593296
997	0.3217232738
998	0.3215998295
999	0.3212529435
